0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,984.1,1010.8,2.0,-2.1,-2.8,5.0,95,7.5,西北西,,,4,6,,,0.27
2,984.5,1011.2,0.0,-1.3,-5.9,3.9,71,6.8,西北西,,,--,5,,,13.1
3,984.5,1011.2,0.0,-1.9,-4.4,4.4,83,5.4,西北西,,,--,5,,,2.88
4,984.9,1011.7,0.5,-2.6,-3.8,4.6,91,5.4,北西,,,1,6,,,1.03
5,985.6,1012.4,0.5,-2.5,-3.3,4.8,94,5.9,西北西,,,2,8,,,0.65
6,986.7,1013.6,1.0,-2.7,-3.8,4.6,92,4.5,西北西,,,1,9,,,0.78
7,987.6,1014.5,1.5,-2.6,-3.3,4.8,95,6.2,西,0.0,,3,12,,,0.26
8,989.2,1016.0,0.5,-1.7,-4.0,4.5,84,7.2,西北西,0.0,,--,12,,,1.82
9,990.3,1017.1,0.0,-0.9,-4.8,4.3,75,6.1,西北西,0.1,,--,12,,,20.0
10,990.8,1017.6,0.0,-1.2,-3.4,4.8,85,5.4,北西,0.1,,--,12,,,1.7
11,991.6,1018.5,0.5,-1.3,-4.0,4.6,82,7.7,北西,0.0,,--,12,,,0.97
12,991.5,1018.2,0.0,-0.2,-5.8,4.0,66,8.0,西北西,0.3,,--,10,,,19.9
13,991.6,1018.4,0.0,-1.1,-4.6,4.3,77,7.4,北西,0.0,,--,10,,,1.29
14,991.9,1018.6,0.0,0.2,-4.8,4.3,69,5.2,西北西,0.4,,--,9,,,20.0
15,991.8,1018.6,0.0,-0.7,-4.9,4.2,73,7.1,西北西,0.0,,--,8,,,8.2
16,992.5,1019.4,0.0,-1.3,-3.8,4.6,83,3.8,西北西,0.0,,--,7,,,3.42
17,992.5,1019.4,0.0,-1.5,-3.8,4.6,84,3.3,北西,0.0,,1,8,,,10.9
18,992.8,1019.7,0.0,-1.9,-3.6,4.7,88,3.9,西北西,0.0,,--,8,,,1.88
19,993.4,1020.4,0.0,-2.1,-3.1,4.9,93,2.6,西北西,,,1,9,,,1.47
20,993.7,1020.7,0.5,-1.8,-3.8,4.6,86,2.9,西北西,,,1,10,,,3.44
21,993.9,1020.9,0.0,-1.8,-3.7,4.7,87,2.6,西,,,1,11,,,2.4
22,994.3,1021.3,0.0,-2.1,-3.1,4.9,93,0.8,西南西,,,--,11,,,1.69
23,994.3,1021.3,0.5,-1.7,-3.0,4.9,91,1.9,西南西,,,--,11,,,15.2
24,994.4,1021.4,0.0,-2.0,-3.0,4.9,93,2.1,西,,,--,11,,,2.28
